gap_index_n,c_n,c_n_plus_1,delta_c,log10_delta_c,p_n,q_n,k_n,d_n,p_n_plus_1,q_n_plus_1,k_n_plus_1,d_n_plus_1
4254,5689034545,5691231169,2196624,6.341755724331,21008,72441,11,1,21012,72455,5,1
4255,5691231169,5692582201,1351032,6.130665635668,21012,72455,5,1,29719,102479,9,2
4256,5692582201,5693905073,1322872,6.121517824246,29719,102479,9,2,21017,72472,12,1
4257,5693905073,5694135889,230816,5.363265910510,21017,72472,12,1,29723,102493,3,2
4258,5694135889,5698777685,4641796,6.666686049946,29723,102493,3,2,21026,72503,13,1
4259,5698777685,5699472925,695240,5.842134750897,21026,72503,13,1,29737,102541,11,2
4260,5699472925,5700976189,1503264,6.177035257150,29737,102541,11,2,21030,72517,7,1
4261,5700976189,5701027553,51364,4.710658837302,21030,72517,7,1,29741,102555,5,2
4262,5701027553,5703175117,2147564,6.331946115196,29741,102555,5,2,21034,72531,1,1
4263,5703175117,5704812461,1637344,6.214139932684,21034,72531,1,1,29751,102589,19,2
4264,5704812461,5705851825,1039364,6.016767670278,29751,102589,19,2,21039,72548,8,1
4265,5705851825,5706367817,515992,5.712642968327,21039,72548,8,1,29755,102603,13,2
4266,5706367817,5707923385,1555568,6.191889000581,29755,102603,13,2,29759,102617,7,2
4267,5707923385,5708051693,128308,5.108253735467,29759,102617,7,2,21043,72562,2,1
4268,5708051693,5709479165,1427472,6.154567598274,21043,72562,2,1,29763,102631,1,2
4269,5709479165,5712930353,3451188,6.537968617692,29763,102631,1,2,21052,72593,3,1
4270,5712930353,5713266877,336524,5.527016042396,21052,72593,3,1,29773,102665,15,2
4271,5713266877,5714823385,1556508,6.192151357172,29773,102665,15,2,29777,102679,9,2
4272,5714823385,5715609349,785964,5.895402654234,29777,102679,9,2,21057,72610,10,1
4273,5715609349,5717811097,2201748,6.342767610516,21057,72610,10,1,21061,72624,4,1
4274,5717811097,5720170105,2359008,6.372729413692,21061,72624,4,1,29791,102727,17,2
4275,5720170105,5720491237,321132,5.506683584081,29791,102727,17,2,21066,72641,11,1
4276,5720491237,5721727553,1236316,6.092129489779,21066,72641,11,1,29795,102741,11,2
4277,5721727553,5723285213,1557660,6.192472667561,29795,102741,11,2,29799,102755,5,2
4278,5723285213,5727077501,3792288,6.578901311805,29799,102755,5,2,29809,102789,19,2
4279,5727077501,5727578837,501336,5.700128891607,29809,102789,19,2,21079,72686,6,1
4280,5727578837,5728635889,1057052,6.024096352263,21079,72686,6,1,29813,102803,13,2
4281,5728635889,5730194489,1558600,6.192734671903,29813,102803,13,2,29817,102817,7,2
4282,5730194489,5730261265,66776,4.824620400493,29817,102817,7,2,21084,72703,13,1
4283,5730261265,5731753301,1492036,6.173779301966,21084,72703,13,1,29821,102831,1,2
4284,5731753301,5732465833,712532,5.852804373398,29821,102831,1,2,21088,72717,7,1
4285,5732465833,5734670825,2204992,6.343407018129,21088,72717,7,1,21092,72731,1,1
4286,5734670825,5735149405,478580,5.679954545362,21092,72731,1,1,21093,72734,14,1
4287,5735149405,5735548393,398988,5.600959834002,21093,72734,14,1,29831,102865,15,2
4288,5735548393,5737354913,1806520,6.256842774009,29831,102865,15,2,21097,72748,8,1
4289,5737354913,5738667685,1312772,6.118189305115,21097,72748,8,1,29839,102893,3,2
4290,5738667685,5739560845,893160,5.950929265039,29839,102893,3,2,21101,72762,2,1
4291,5739560845,5742246077,2685232,6.428981814046,21101,72762,2,1,21106,72779,9,1
4292,5742246077,5742465065,218988,5.340420317230,21106,72779,9,1,29849,102927,17,2
4293,5742465065,5744025545,1560480,6.193258206872,29849,102927,17,2,29853,102941,11,2
4294,5744025545,5744452949,427404,5.630838582334,29853,102941,11,2,21110,72793,3,1
4295,5744452949,5745586237,1133288,6.054340290196,21110,72793,3,1,29857,102955,5,2
4296,5745586237,5749347137,3760900,6.575291785955,29857,102955,5,2,21119,72824,4,1
4297,5749347137,5749385905,38768,4.588473396793,21119,72824,4,1,29867,102989,19,2
4298,5749385905,5750947325,1561420,6.193519737879,29867,102989,19,2,29871,103003,13,2
4299,5750947325,5752034657,1087332,6.036362169434,29871,103003,13,2,21124,72841,11,1
4300,5752034657,5752508957,474300,5.676053124652,21124,72841,11,1,29875,103017,7,2
4301,5752508957,5754070801,1561844,6.193637653535,29875,103017,7,2,29879,103031,1,2
4302,5754070801,5754243409,172608,5.237060920437,29879,103031,1,2,21128,72855,5,1
4303,5754243409,5756932073,2688664,6.429536532211,21128,72855,5,1,21133,72872,12,1
4304,5756932073,5759141765,2209692,6.344331743358,21133,72872,12,1,21137,72886,6,1
4305,5759141765,5759435845,294080,5.468465489706,21137,72886,6,1,29893,103079,9,2
4306,5759435845,5760998629,1562784,6.193898956208,29893,103079,9,2,29897,103093,3,2
4307,5760998629,5761831573,832944,5.920615804158,29897,103093,3,2,21142,72903,13,1
4308,5761831573,5764042205,2210632,6.344516452361,21142,72903,13,1,21146,72917,7,1
4309,5764042205,5764803389,761184,5.881489650891,21146,72917,7,1,29907,103127,17,2
4310,5764803389,5766253261,1449872,6.161329662823,29907,103127,17,2,21150,72931,1,1
4311,5766253261,5766366901,113640,5.055531225051,21150,72931,1,1,29911,103141,11,2
4312,5766366901,5766733157,366256,5.563784748026,29911,103141,11,2,21151,72934,14,1
4313,5766733157,5768944729,2211572,6.344701082839,21151,72934,14,1,21155,72948,8,1
4314,5768944729,5771156725,2211996,6.344784337289,21155,72948,8,1,21159,72962,2,1
4315,5771156725,5773302125,2145400,6.331508276286,21159,72962,2,1,29929,103203,13,2
4316,5773302125,5773849337,547212,5.738155612609,29929,103203,13,2,21164,72979,9,1
4317,5773849337,5774866789,1017452,6.007513929812,21164,72979,9,1,29933,103217,7,2
4318,5774866789,5776431665,1564876,6.194479929966,29933,103217,7,2,29937,103231,1,2
4319,5776431665,5778756029,2324364,6.366304140419,29937,103231,1,2,21173,73010,10,1
4320,5778756029,5780241517,1485488,6.171869147856,21173,73010,10,1,29947,103265,15,2
4321,5780241517,5780969905,728388,5.862362782295,29947,103265,15,2,21177,73024,4,1
4322,5780969905,5781807121,837216,5.922837519530,21177,73024,4,1,29951,103279,9,2
4323,5781807121,5783664805,1857684,6.268971840590,29951,103279,9,2,21182,73041,11,1
4324,5783664805,5785879621,2214816,6.345337652228,21182,73041,11,1,21186,73055,5,1
4325,5785879621,5787185077,1305456,6.115762238641,21186,73055,5,1,29965,103327,17,2
4326,5787185077,5788575665,1390588,6.143198477346,29965,103327,17,2,21191,73072,12,1
4327,5788575665,5788751621,175956,5.245404080620,21191,73072,12,1,29969,103341,11,2
4328,5788751621,5790318377,1566756,6.195001366536,29969,103341,11,2,29973,103355,5,2
4329,5790318377,5793488609,3170232,6.501091045383,29973,103355,5,2,21200,73103,13,1
4330,5793488609,5794132805,644196,5.809018023832,21200,73103,13,1,29983,103389,19,2
4331,5794132805,5795700289,1567484,6.195203116490,29983,103389,19,2,29987,103403,13,2
4332,5795700289,5795705305,5016,3.700357527823,29987,103403,13,2,21204,73117,7,1
4333,5795705305,5797267985,1562680,6.193870053859,21204,73117,7,1,29991,103417,7,2
4334,5797267985,5797922425,654440,5.815869835969,29991,103417,7,2,21208,73131,1,1
4335,5797922425,5798403637,481212,5.682336448819,21208,73131,1,1,21209,73134,14,1
4336,5798403637,5798835893,432256,5.635741030283,21209,73134,14,1,29995,103431,1,2
4337,5798835893,5800621273,1785380,6.251730665456,29995,103431,1,2,21213,73148,8,1
4338,5800621273,5802839333,2218060,6.345973289927,21213,73148,8,1,21217,73162,2,1
4339,5802839333,5805790609,2951276,6.470009826129,21217,73162,2,1,30013,103493,3,2
4340,5805790609,5807758325,1967716,6.293962416995,30013,103493,3,2,21226,73193,3,1
4341,5807758325,5809610129,1851804,6.267595017863,21226,73193,3,1,30023,103527,17,2
4342,5809610129,5810459461,849332,5.929077487162,30023,103527,17,2,21231,73210,10,1
4343,5810459461,5811179705,720244,5.857479649073,21231,73210,10,1,30027,103541,11,2
4344,5811179705,5812679401,1499696,6.176003233120,30027,103541,11,2,21235,73224,4,1
4345,5812679401,5812749493,70092,4.845668452287,21235,73224,4,1,30031,103555,5,2
4346,5812749493,5815381681,2632188,6.420316904868,30031,103555,5,2,21240,73241,11,1
4347,5815381681,5816571301,1189620,6.075408256974,21240,73241,11,1,30041,103589,19,2
4348,5816571301,5817602561,1031260,6.013368172878,30041,103589,19,2,21244,73255,5,1
4349,5817602561,5818141817,539256,5.731794985953,21244,73255,5,1,30045,103603,13,2
4350,5818141817,5819712545,1570728,6.196100985596,30045,103603,13,2,30049,103617,7,2
4351,5819712545,5821283485,1570940,6.196159598047,30049,103617,7,2,30053,103631,1,2
4352,5821283485,5822527805,1244320,6.094932081611,30053,103631,1,2,21253,73286,6,1
4353,5822527805,5825232373,2704568,6.432097905228,21253,73286,6,1,21258,73303,13,1
4354,5825232373,5826679765,1447392,6.160586167872,21258,73303,13,1,30067,103679,9,2
4355,5826679765,5827455133,775368,5.889507873393,30067,103679,9,2,21262,73317,7,1
4356,5827455133,5828251645,796512,5.901192323131,21262,73317,7,1,30071,103693,3,2
4357,5828251645,5829678317,1426672,6.154324137821,30071,103693,3,2,21266,73331,1,1
4358,5829678317,5830160845,482528,5.683522519530,21266,73331,1,1,21267,73334,14,1
4359,5830160845,5832078545,1917700,6.282780668249,21267,73334,14,1,30081,103727,17,2
4360,5832078545,5832384545,306000,5.485721426482,30081,103727,17,2,21271,73348,8,1
4361,5832384545,5834608669,2224124,6.347158996496,21271,73348,8,1,21275,73362,2,1
4362,5834608669,5835223973,615304,5.789089738381,21275,73362,2,1,30089,103755,5,2
4363,5835223973,5837316041,2092068,6.320575796612,30089,103755,5,2,21280,73379,9,1
4364,5837316041,5839053161,1737120,6.239829820484,21280,73379,9,1,30099,103789,19,2
4365,5839053161,5839541105,487944,5.688369982071,30099,103789,19,2,21284,73393,3,1
4366,5839541105,5840626709,1085604,6.035671434849,21284,73393,3,1,30103,103803,13,2
4367,5840626709,5842249621,1622912,6.210294971489,30103,103803,13,2,21289,73410,10,1
4368,5842249621,5843774441,1524820,6.183218579669,21289,73410,10,1,30111,103831,1,2
4369,5843774441,5844475625,701184,5.845831997566,30111,103831,1,2,21293,73424,4,1
4370,5844475625,5847185285,2709660,6.432914800326,21293,73424,4,1,21298,73441,11,1
4371,5847185285,5847606433,421148,5.624434742601,21298,73441,11,1,30121,103865,15,2
4372,5847606433,5849181133,1574700,6.197197827488,30121,103865,15,2,30125,103879,9,2
4373,5849181133,5849412229,231096,5.363792428417,30125,103879,9,2,21302,73455,5,1
4374,5849412229,5852123033,2710804,6.433098117803,21302,73455,5,1,21307,73472,12,1
4375,5852123033,5854350917,2227884,6.347892574531,21307,73472,12,1,21311,73486,6,1
4376,5854350917,5854590325,239408,5.379138658593,21311,73486,6,1,30139,103927,17,2
4377,5854590325,5856165965,1575640,6.197456997498,30139,103927,17,2,30143,103941,11,2
4378,5856165965,5857062865,896900,5.952744024015,30143,103941,11,2,21316,73503,13,1
4379,5857062865,5857741817,678952,5.831839071965,21316,73503,13,1,30147,103955,5,2
4380,5857741817,5859291689,1549872,6.190295832371,30147,103955,5,2,21320,73517,7,1
4381,5859291689,5861520937,2229248,6.348158385681,21320,73517,7,1,21324,73531,1,1
4382,5861520937,5861578385,57448,4.759274913719,21324,73531,1,1,30157,103989,19,2
4383,5861578385,5862004781,426396,5.629813121942,30157,103989,19,2,21325,73534,14,1
4384,5862004781,5863154965,1150184,6.060767321912,21325,73534,14,1,30161,104003,13,2
4385,5863154965,5864234545,1079580,6.033254830340,30161,104003,13,2,21329,73548,8,1
4386,5864234545,5864731757,497212,5.696541601609,21329,73548,8,1,30165,104017,7,2
4387,5864731757,5866308761,1577004,6.197832794899,30165,104017,7,2,30169,104031,1,2
4388,5866308761,5866464733,155972,5.193046641066,30169,104031,1,2,21333,73562,2,1
4389,5866464733,5869179485,2714752,6.433730161751,21333,73562,2,1,21338,73579,9,1
4390,5869179485,5870148133,968648,5.986165986101,21338,73579,9,1,30179,104065,15,2
4391,5870148133,5873303809,3155676,6.499092406884,30179,104065,15,2,30187,104093,3,2
4392,5873303809,5874126509,822700,5.915241497306,30187,104093,3,2,21347,73610,10,1
4393,5874126509,5876358577,2232068,6.348707421258,21347,73610,10,1,21351,73624,4,1
4394,5876358577,5877145469,786892,5.895915130043,21351,73624,4,1,30197,104127,17,2
4395,5877145469,5878724141,1578672,6.198291906204,30197,104127,17,2,30201,104141,11,2
4396,5878724141,5879075617,351476,5.545895675235,30201,104141,11,2,21356,73641,11,1
4397,5879075617,5884026809,4951192,6.694709767964,21356,73641,11,1,21365,73672,12,1
4398,5884026809,5884146973,120164,5.079774376626,21365,73672,12,1,30215,104189,19,2
4399,5884146973,5885726585,1579612,6.198550424326,30215,104189,19,2,30219,104203,13,2
4400,5885726585,5887306409,1579824,6.198608707153,30219,104203,13,2,30223,104217,7,2
4401,5887306409,5888886445,1580036,6.198666982159,30223,104217,7,2,30227,104231,1,2
4402,5888886445,5888980085,93640,4.971461405025,30227,104231,1,2,21374,73703,13,1
4403,5888980085,5893450285,4470200,6.650326954218,21374,73703,13,1,21382,73731,1,1
4404,5893450285,5893935445,485160,5.685884987381,21382,73731,1,1,21383,73734,14,1
4405,5893935445,5894313961,378516,5.578084241999,21383,73734,14,1,30241,104279,9,2
4406,5894313961,5895894937,1580976,6.198925277177,30241,104279,9,2,30245,104293,3,2
4407,5895894937,5896171273,276336,5.441437466831,30245,104293,3,2,21387,73748,8,1
4408,5896171273,5898407525,2236252,6.349520741988,21387,73748,8,1,21391,73762,2,1
4409,5898407525,5899743977,1336452,6.125953365255,21391,73762,2,1,30255,104327,17,2
4410,5899743977,5901325681,1581704,6.199125212920,30255,104327,17,2,30259,104341,11,2
4411,5901325681,5902907597,1581916,6.199183418665,30259,104341,11,2,30263,104355,5,2
4412,5902907597,5903366849,459252,5.662051056294,30263,104355,5,2,21400,73793,3,1
4413,5903366849,5906758925,3392076,6.530465574130,21400,73793,3,1,30273,104389,19,2
4414,5906758925,5908328257,1569332,6.195714830467,30273,104389,19,2,21409,73824,4,1
4415,5908328257,5909924425,1596168,6.203078599817,21409,73824,4,1,30281,104417,7,2
4416,5909924425,5911052677,1128252,6.052406112047,30281,104417,7,2,21414,73841,11,1
4417,5911052677,5911507493,454816,5.657835734357,21414,73841,11,1,30285,104431,1,2
4418,5911507493,5913291749,1784256,6.251457165854,30285,104431,1,2,21418,73855,5,1
4419,5913291749,5916945421,3653672,6.562729556978,21418,73855,5,1,30299,104479,9,2
4420,5916945421,5918257325,1311904,6.117902056232,30299,104479,9,2,21427,73886,6,1
4421,5918257325,5920984033,2726708,6.435638632339,21427,73886,6,1,21432,73903,13,1
4422,5920984033,5922385849,1401816,6.146691012611,21432,73903,13,1,30313,104527,17,2
4423,5922385849,5923224985,839136,5.923832353276,30313,104527,17,2,21436,73917,7,1
4424,5923224985,5923970585,745600,5.872505899346,21436,73917,7,1,30317,104541,11,2
4425,5923970585,5925466361,1495776,6.174866560609,30317,104541,11,2,21440,73931,1,1
4426,5925466361,5925555533,89172,4.950228507353,21440,73931,1,1,30321,104555,5,2
4427,5925555533,5928194729,2639196,6.421471644315,30321,104555,5,2,21445,73948,8,1
4428,5928194729,5929414241,1219512,6.086186078129,21445,73948,8,1,30331,104589,19,2
4429,5929414241,5930437045,1022804,6.009792417804,30331,104589,19,2,21449,73962,2,1
4430,5930437045,5930999917,562872,5.750409645271,21449,73962,2,1,30335,104603,13,2
4431,5930999917,5932585805,1585888,6.200272512931,30335,104603,13,2,30339,104617,7,2
4432,5932585805,5933166557,580752,5.763990714103,30339,104617,7,2,21454,73979,9,1
4433,5933166557,5934171905,1005348,6.002316418293,21454,73979,9,1,30343,104631,1,2
4434,5934171905,5935409813,1237908,6.092688369582,30343,104631,1,2,21458,73993,3,1
4435,5935409813,5938033417,2623604,6.418898284365,21458,73993,3,1,30353,104665,15,2
4436,5938033417,5938140469,107052,5.029594785417,30353,104665,15,2,21463,74010,10,1
4437,5938140469,5940384665,2244196,6.351060783957,21463,74010,10,1,21467,74024,4,1
4438,5940384665,5941207285,822620,5.915199264113,21467,74024,4,1,30361,104693,3,2
4439,5941207285,5945071085,3863800,6.587014638151,30361,104693,3,2,30371,104727,17,2
4440,5945071085,5945361601,290516,5.463170055901,30371,104727,17,2,21476,74055,5,1
4441,5945361601,5946658853,1297252,6.113024348928,21476,74055,5,1,30375,104741,11,2
4442,5946658853,5948094545,1435692,6.157061280402,30375,104741,11,2,21481,74072,12,1
4443,5948094545,5948246833,152288,5.182665683119,21481,74072,12,1,30379,104755,5,2
4444,5948246833,5950340621,2093788,6.320932706430,30379,104755,5,2,21485,74086,6,1
4445,5950340621,5952112921,1772300,6.248537237482,21485,74086,6,1,30389,104789,19,2
4446,5952112921,5953074709,961788,5.983079354183,30389,104789,19,2,21490,74103,13,1
4447,5953074709,5953701629,626920,5.797212124921,21490,74103,13,1,30393,104803,13,2
4448,5953701629,5955290549,1588920,6.201102031611,30393,104803,13,2,30397,104817,7,2
4449,5955290549,5955321725,31176,4.493820392785,30397,104817,7,2,21494,74117,7,1
4450,5955321725,5956879681,1557956,6.192555188107,21494,74117,7,1,30401,104831,1,2
4451,5956879681,5957569165,689484,5.838524192495,30401,104831,1,2,21498,74131,1,1
4452,5957569165,5958056957,487792,5.688234673419,21498,74131,1,1,21499,74134,14,1
4453,5958056957,5960304913,2247956,6.351787806388,21499,74134,14,1,21503,74148,8,1
4454,5960304913,5962338433,2033520,6.308248448118,21503,74148,8,1,30415,104879,9,2
4455,5962338433,5962553293,214860,5.332155571396,30415,104879,9,2,21507,74162,2,1
4456,5962553293,5963928505,1375212,6.138369653318,21507,74162,2,1,30419,104893,3,2
4457,5963928505,5965290185,1361680,6.134075058705,30419,104893,3,2,21512,74179,9,1
4458,5965290185,5967799685,2509500,6.399587200018,21512,74179,9,1,30429,104927,17,2
4459,5967799685,5969390485,1590800,6.201615582314,30429,104927,17,2,30433,104941,11,2
4460,5969390485,5970277541,887056,5.947951037784,30433,104941,11,2,21521,74210,10,1
4461,5970277541,5970981497,703956,5.847545514889,21521,74210,10,1,30437,104955,5,2
4462,5970981497,5972527801,1546304,6.189294879326,30437,104955,5,2,21525,74224,4,1
4463,5972527801,5974854965,2327164,6.366826989984,21525,74224,4,1,30447,104989,19,2
4464,5974854965,5975266981,412016,5.614914081511,30447,104989,19,2,21530,74241,11,1
4465,5975266981,5976446705,1179724,6.071780414681,21530,74241,11,1,30451,105003,13,2
4466,5976446705,5977518181,1071476,6.029982447721,30451,105003,13,2,21534,74255,5,1
4467,5977518181,5978038657,520476,5.716400708279,21534,74255,5,1,30455,105017,7,2
4468,5978038657,5979630821,1592164,6.201987799976,30455,105017,7,2,30459,105031,1,2
4469,5979630821,5980258505,627684,5.797741058394,30459,105031,1,2,21539,74272,12,1
4470,5980258505,5983507093,3248588,6.511694635730,21539,74272,12,1,30469,105065,15,2
4471,5983507093,5985099985,1592892,6.202186331109,30469,105065,15,2,30473,105079,9,2
4472,5985099985,5985252113,152128,5.182209155712,30473,105079,9,2,21548,74303,13,1
4473,5985252113,5987505193,2253080,6.352776612470,21548,74303,13,1,21552,74317,7,1
4474,5987505193,5989758697,2253504,6.352858333286,21552,74317,7,1,21556,74331,1,1
4475,5989758697,5990247805,489108,5.689404766333,21556,74331,1,1,21557,74334,14,1
4476,5990247805,5990571649,323844,5.510335855100,21557,74334,14,1,30487,105127,17,2
4477,5990571649,5992165481,1593832,6.202442542080,30487,105127,17,2,30491,105141,11,2
4478,5992165481,5992501825,336344,5.526783684761,30491,105141,11,2,21561,74348,8,1
4479,5992501825,5994756269,2254444,6.353039451977,21561,74348,8,1,21565,74362,2,1
4480,5994756269,5997640373,2884104,6.460010916870,21565,74362,2,1,30505,105189,19,2
4481,5997640373,5999235145,1594772,6.202698601989,30505,105189,19,2,30509,105203,13,2
4482,5999235145,5999755925,520780,5.716654297264,30509,105203,13,2,21574,74393,3,1
4483,5999755925,6002425325,2669400,6.426413656132,21574,74393,3,1,30517,105231,1,2
4484,6002425325,6002501341,76016,4.880905013075,30517,105231,1,2,21579,74410,10,1
4485,6002501341,6004713265,2211924,6.344770200866,21579,74410,10,1,30523,105251,21,2
4486,6004713265,6004757665,44400,4.647382970115,30523,105251,21,2,21583,74424,4,1
4487,6004757665,6006308977,1551312,6.190699151941,21583,74424,4,1,30527,105265,15,2
4488,6006308977,6007504225,1195248,6.077458025667,30527,105265,15,2,21588,74441,11,1
4489,6007504225,6009501037,1996812,6.300337177937,21588,74441,11,1,30535,105293,3,2
4490,6009501037,6009761489,260452,5.415727696711,30535,105293,3,2,21592,74455,5,1
4491,6009761489,6013386977,3625488,6.559366471995,21592,74455,5,1,30545,105327,17,2
4492,6013386977,6014767397,1380420,6.140011242873,30545,105327,17,2,21601,74486,6,1
4493,6014767397,6014983841,216444,5.335345551327,21601,74486,6,1,30549,105341,11,2
4494,6014983841,6016580917,1597076,6.203325583387,30549,105341,11,2,30553,105355,5,2
4495,6016580917,6019775389,3194472,6.504399085832,30553,105355,5,2,21610,74517,7,1
4496,6019775389,6020469145,693756,5.841206752175,21610,74517,7,1,30563,105389,19,2
4497,6020469145,6022034957,1565812,6.194739617068,30563,105389,19,2,21614,74531,1,1
4498,6022034957,6022066949,31992,4.505041391125,21614,74531,1,1,30567,105403,13,2
4499,6022066949,6022525381,458432,5.661274925143,30567,105403,13,2,21615,74534,14,1
4500,6022525381,6023664965,1139584,6.056746343024,21615,74534,14,1,30571,105417,7,2
4501,6023664965,6024785465,1120500,6.049411860871,30571,105417,7,2,21619,74548,8,1
4502,6024785465,6025263193,477728,5.679180696358,21619,74548,8,1,30575,105431,1,2
4503,6025263193,6027045973,1782780,6.251097753337,30575,105431,1,2,21623,74562,2,1
4504,6027045973,6027555481,509508,5.707151007437,21623,74562,2,1,30581,105451,21,2
4505,6027555481,6029797625,2242144,6.350663501389,30581,105451,21,2,21628,74579,9,1
4506,6029797625,6030753181,955556,5.980256143802,21628,74579,9,1,30589,105479,9,2
4507,6030753181,6032059073,1305892,6.115907261362,30589,105479,9,2,21632,74593,3,1
4508,6032059073,6032352349,293276,5.467276524303,21632,74593,3,1,30593,105493,3,2
4509,6032352349,6034811869,2459520,6.390850358448,30593,105493,3,2,21637,74610,10,1
4510,6034811869,6036245669,1433800,6.156488576050,21637,74610,10,1,30603,105527,17,2
4511,6036245669,6037074257,828588,5.918338639351,30603,105527,17,2,21641,74624,4,1
4512,6037074257,6037845565,771308,5.887227835885,21641,74624,4,1,30607,105541,11,2
4513,6037845565,6039445673,1600108,6.204149296544,30607,105541,11,2,30611,105555,5,2
4514,6039445673,6039828197,382524,5.582658688485,30611,105555,5,2,21646,74641,11,1
4515,6039828197,6043341281,3513084,6.545688534164,21646,74641,11,1,30621,105589,19,2
4516,6043341281,6044846609,1505328,6.177631139843,30621,105589,19,2,21655,74672,12,1
4517,6044846609,6044942117,95508,4.980039750750,21655,74672,12,1,30625,105603,13,2
4518,6044942117,6046543165,1601048,6.204404352421,30625,105603,13,2,30629,105617,7,2
4519,6046543165,6047110877,567712,5.754128074213,30629,105617,7,2,21659,74686,6,1
4520,6047110877,6048144425,1033548,6.014330650921,21659,74686,6,1,30633,105631,1,2
4521,6048144425,6049867105,1722680,6.236204611667,30633,105631,1,2,21664,74703,13,1
4522,6049867105,6052042837,2175732,6.337605399257,21664,74703,13,1,30643,105665,15,2
4523,6052042837,6052132313,89476,4.951706560843,30643,105665,15,2,21668,74717,7,1
4524,6052132313,6053644825,1512512,6.179698828953,21668,74717,7,1,30647,105679,9,2
4525,6053644825,6054397945,753120,5.876864180963,30647,105679,9,2,21672,74731,1,1
4526,6054397945,6054889685,491740,5.691735536890,21672,74731,1,1,21673,74734,14,1
4527,6054889685,6057155833,2266148,6.355288269819,21673,74734,14,1,21677,74748,8,1
4528,6057155833,6059147725,1991892,6.299265787363,21677,74748,8,1,30661,105727,17,2
4529,6059147725,6059422405,274680,5.438827038722,30661,105727,17,2,21681,74762,2,1
4530,6059422405,6060750653,1328248,6.123279170646,21681,74762,2,1,30665,105741,11,2
4531,6060750653,6062181437,1430784,6.155574074928,30665,105741,11,2,21686,74779,9,1
4532,6062181437,6062353793,172356,5.236426406523,21686,74779,9,1,30669,105755,5,2
4533,6062353793,6066256781,3902988,6.591397216016,30669,105755,5,2,30679,105789,19,2
4534,6066256781,6067860649,1603868,6.205168622533,30679,105789,19,2,30683,105803,13,2
4535,6067860649,6069464729,1604080,6.205226023981,30683,105803,13,2,30687,105817,7,2
4536,6069464729,6069477577,12848,4.108835527935,30687,105817,7,2,21699,74824,4,1
4537,6069477577,6071069021,1591444,6.201791361198,21699,74824,4,1,30691,105831,1,2
4538,6071069021,6072238897,1169876,6.068139831516,30691,105831,1,2,21704,74841,11,1
4539,6072238897,6073370005,1131108,6.053504074037,21704,74841,11,1,30697,105851,21,2
4540,6073370005,6074508289,1138284,6.056250631343,30697,105851,21,2,21708,74855,5,1
4541,6074508289,6074974813,466524,5.668873990632,21708,74855,5,1,30701,105865,15,2
4542,6074974813,6077270753,2295940,6.360960534419,30701,105865,15,2,21713,74872,12,1
4543,6077270753,6078185065,914312,5.961094419757,21713,74872,12,1,30709,105893,3,2
4544,6078185065,6082304693,4119628,6.614858001266,30709,105893,3,2,21722,74903,13,1
4545,6082304693,6084575965,2271272,6.356269147001,21722,74903,13,1,21726,74917,7,1
4546,6084575965,6085305277,729312,5.862913359444,21726,74917,7,1,30727,105955,5,2
4547,6085305277,6086847661,1542384,6.188192511406,30727,105955,5,2,21730,74931,1,1
4548,6086847661,6087340717,493056,5.692896248100,21730,74931,1,1,21731,74934,14,1
4549,6087340717,6089215645,1874928,6.272984594835,21731,74934,14,1,30737,105989,19,2
4550,6089215645,6089612929,397284,5.599101074868,30737,105989,19,2,21735,74948,8,1
4551,6089612929,6090822545,1209616,6.082647522755,21735,74948,8,1,30741,106003,13,2
4552,6090822545,6091885565,1063020,6.026541435556,30741,106003,13,2,21739,74962,2,1
4553,6091885565,6092429657,544092,5.735672340349,21739,74962,2,1,30745,106017,7,2
4554,6092429657,6094036981,1607324,6.206103429488,30745,106017,7,2,30749,106031,1,2
4555,6094036981,6096342313,2305332,6.362733478700,30749,106031,1,2,30755,106051,21,2
4556,6096342313,6096925553,583240,5.765847301290,30755,106051,21,2,21748,74993,3,1
4557,6096925553,6099558205,2632652,6.420393455206,21748,74993,3,1,30763,106079,9,2
4558,6099558205,6099693109,134904,5.130024827005,30763,106079,9,2,21753,75010,10,1
4559,6099693109,6101166469,1473360,6.168308875092,21753,75010,10,1,30767,106093,3,2
4560,6101166469,6101967625,801156,5.903717089546,30767,106093,3,2,21757,75024,4,1
4561,6101967625,6104736325,2768700,6.442275900707,21757,75024,4,1,21762,75041,11,1
4562,6104736325,6105081929,345604,5.538578760334,21762,75041,11,1,30777,106127,17,2
4563,6105081929,6106690921,1608992,6.206553884767,30777,106127,17,2,30781,106141,11,2
4564,6106690921,6107011781,320860,5.506315579165,30781,106141,11,2,21766,75055,5,1
4565,6107011781,6112058021,5046240,6.702967901789,21766,75055,5,1,21775,75086,6,1
4566,6112058021,6112217873,159852,5.203718074349,21775,75086,6,1,30795,106189,19,2
4567,6112217873,6113827805,1609932,6.206807532772,30795,106189,19,2,30799,106203,13,2
4568,6113827805,6114829009,1001204,6.000522576029,30799,106203,13,2,21780,75103,13,1
4569,6114829009,6115437949,608940,5.784574502891,21780,75103,13,1,30803,106217,7,2
4570,6115437949,6117048305,1610356,6.206921895749,30803,106217,7,2,30807,106231,1,2
4571,6117048305,6119384105,2335800,6.368435654102,30807,106231,1,2,21788,75131,1,1
4572,6119384105,6119878477,494372,5.694053865418,21788,75131,1,1,21789,75134,14,1
